chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Cephalus,D,5640,3072,1450,21180990,Experimental,Mixed,F/X-X-X-X,Mek,BattleMek Omni,1, XXL,250,WoR,Striker,Ferro-Lamellor,Endo Steel,84,94,43,45,20,-25,Biped,10,10,0,0,0,Nova CEWS,15.1,34,34,15,"3xImp. Heavy Small Laser:RT, 1xNova CEWS:HD, 1xChameleon LPS:*, 1xCASE:LT, 1xNull Signature System:*, 1xImp. Heavy Large Laser:LT, 1xCASE:RT, 1xFerro-Lamellor Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine","Improved Life Support, Bad Reputation (Clan), Difficult to Maintain, No/Minimal Arms",,,,,,,
Cephalus,E,5641,3072,1284,20721615,Experimental,Mixed,F/X-X-X-X,Mek,BattleMek Omni,1, XXL,250,WoR,Sniper,Ferro-Lamellor,Endo Steel,84,94,43,30,22,-8,Biped,10,10,0,0,0,Nova CEWS,7.3,10,10,25,"1xLight TAG:RT, 1xNova CEWS:HD, 1xChameleon LPS:*, 1xNull Signature System:*, 1xER Large Laser:LT, 1xFerro-Lamellor Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine","Improved Life Support, Bad Reputation (Clan), Difficult to Maintain, No/Minimal Arms",,,,,,,
Cephalus,U,5642,3072,878,20891927,Experimental,Mixed,F/X-X-X-X,Mek,BattleMek Omni,1, XXL,250,WoR,Scout,Ferro-Lamellor,Endo Steel,84,94,43,20,20,0,Biped,10,10,0,0,7,Nova CEWS,3.2,5,5,0,"1xNova CEWS:HD, 1xChameleon LPS:*, 1xLRT 5:RT, 1xLRT 5 Ammo:RT, 1xNull Signature System:*, 1xCASE:RT, 1xFerro-Lamellor Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine","Improved Life Support, Bad Reputation (Clan), Difficult to Maintain, No/Minimal Arms",,,,,,,
Cerberus,MR-5M,526,3055,2057,25490725,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,380,TR:3055U,Brawler,Ferro-Fibrous,Standard,250,85,145,41,30,-11,Biped,4,4,0,0,0,None,49,67,67,23,"2xMedium Pulse Laser:RT, 1xMachine Gun:LT, 2xMedium Pulse Laser:LT, 2xGauss Ammo:LA, 1xAnti-Missile System:HD, 1xER PPC:RA, 1xMG Ammo:CT, 2xMedium Pulse Laser:RA, 1xGauss Rifle:LA, 1xAMS Ammo:CT, 1xMachine Gun:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Barrel Fists (RA), Improved Targeting (Long), Vestigial Hands (Left), Vestigial Hands (Right)",,,,,,,
Cerberus,MR-6B,527,3067,2128,27049750,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, XL,380,TR:3055U,Brawler,Ferro-Fibrous,Standard,268,91,145,43,30,-13,Biped,4,4,0,0,0,C3i,42.6,61,61,23,"1xC3i:CT, 2xMedium Pulse Laser:LT, 2xGauss Ammo:LA, 1xAMS Ammo:LT, 1xAnti-Missile System:HD, 1xER PPC:RA, 2xER Medium Laser:RT, 2xMedium Pulse Laser:RA, 1xGauss Rifle:LA, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Barrel Fists (RA), Improved Targeting (Long), Vestigial Hands (Left), Vestigial Hands (Right)",,,,,,,
Cerberus,MR-7K,7983,3121,2182,26113750,Advanced,Inner Sphere,E/X-X-X-E,Mek,BattleMek,0, XL,380,RS:3150,None,Anti-Penetrative Ablation,Endo Steel,192,66,145,26,26,0,Biped,4,4,0,0,0,C3 Slave,54,54,54,22,"1xGauss Rifle:RA, 2xGauss Ammo:LA, 2xMedium X-Pulse Laser:RT, 2xMedium X-Pulse Laser:LT, 1xC3 Slave:CT, 2xGauss Ammo:RA, 1xGauss Rifle:LA, 1xAnti-Penetrative Ablation Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Barrel Fists (RA), Improved Targeting (Long), Vestigial Hands (Left), Vestigial Hands (Right)",,,,,,,
Cerberus,MR-V2,528,3054,2001,25182625,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,380,TR:3055U,Brawler,Ferro-Fibrous,Standard,197,67,145,19,24,5,Biped,4,4,0,0,0,None,60,60,60,22,"2xMedium Pulse Laser:RT, 1xMachine Gun:LT, 1xGauss Rifle:RA, 2xMedium Pulse Laser:LT, 2xGauss Ammo:LA, 1xAnti-Missile System:HD, 1xMG Ammo:CT, 2xGauss Ammo:RA, 1xGauss Rifle:LA, 1xAMS Ammo:CT, 1xMachine Gun:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Barrel Fists (RA), Improved Targeting (Long), Vestigial Hands (Left), Vestigial Hands (Right)",,,,,,,
Cerberus,MR-V3,529,3062,2094,25220650,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,380,TR:3055U,Brawler,Ferro-Fibrous,Standard,224,76,145,19,24,5,Biped,4,4,0,0,0,None,56,56,56,22,"2xMedium Pulse Laser:RT, 1xGauss Rifle:RA, 2xMedium Pulse Laser:LT, 2xGauss Ammo:LA, 1xAnti-Missile System:HD, 2xGauss Ammo:RA, 1xGauss Rifle:LA, 1xAMS Ammo:CT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Barrel Fists (RA), Improved Targeting (Long), Vestigial Hands (Left), Vestigial Hands (Right)",,,,,,,
Cestus,CTS-6X,532,2609,1424,11353760,Standard,Inner Sphere,E/E-F(F*)-E-D,Mek,BattleMek,0, XL,260,TR:3058U,Brawler,Standard Armor,Standard,211,100,104,44,14,-30,Biped,4,4,0,0,0,None,15.3,48,48,18,"1xPPC:RA, 1xMedium Pulse Laser:LA, 1xLarge Laser:RA, 1xLarge Laser:LA, 1xPPC:LA, 1xMedium Pulse Laser:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Cestus,CTS-6Y,533,2766,1701,11327360,Standard,Inner Sphere,E/D-F(F*)-E-D,Mek,BattleMek,0, XL,260,TR:3058U,Brawler,Standard Armor,Standard,211,100,104,23,24,1,Biped,4,4,0,0,0,None,41,41,41,22,"1xGauss Rifle:RT, 1xLarge Laser:RA, 1xLarge Laser:LA, 1xMedium Laser:RA, 2xGauss Ammo:RT, 1xGauss Ammo:CT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Cestus,CTS-6Y-EC,7681,2825,1783,11594660,Experimental,Mixed,F/X-X-X-X,Mek,BattleMek,0, XL,260,TR:GC,Brawler,Standard Armor,Standard,211,100,104,27,28,1,Biped,4,4,0,0,0,None,41,41,41,22,"1xImproved Large Laser:RA, 1xER Medium Laser (CP):LA, 1xER Medium Laser (CP):RA, 2xiGauss Ammo:CT, 1xImproved Large Laser:LA, 2xiGauss Ammo:RT, 1xImproved Gauss Rifle:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Cestus,CTS-6Z,534,3058,1560,11432960,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,260,TR:3058U,Brawler,Standard Armor,Standard,211,100,104,42,32,-10,Biped,4,4,0,0,0,None,35,46,46,18,"1xPPC:RA, 1xLarge Laser:RA, 1xLarge Laser:LA, 1xMedium Laser:RA, 1xPPC:LA, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Cestus,CTS-7A,535,3070,1519,12254660,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,260,TR:3058U,Brawler,Standard Armor,Standard,211,100,104,30,24,-6,Biped,4,4,0,0,0,None,42,58,58,12,"1xLB 20-X AC:CT/RT, 1xStreak SRM 4 Ammo:LT, 1xMedium Pulse Laser:LA, 1xER Medium Laser:LA, 2xLB 20-X Cluster Ammo:LT, 1xER Medium Laser:RA, 2xStreak SRM 4:LT, 1xMedium Pulse Laser:RA, 1xLB 20-X Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Chameleon,CLN-7V,543,3056,1042,4623375,Introductory,Inner Sphere,D/X-X-D-D,Mek,BattleMek,0, Fusion,300,TR:3058U,Scout,Standard Armor,Standard,112,66,83,17,10,-7,Biped,6,6,6,6,0,None,18.2,31,31,15,"2xSmall Laser:RT, 2xMachine Gun:CT, 1xLarge Laser:RA, 1xMG Ammo:LT, 1xMedium Laser:RA, 1xSmall Laser:LT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Pilot,,,,,,,
Chameleon,CLN-7VQ 'Q-'Mech',5601,3071,2105,11451000,Standard,Mixed,F/X-X-F-E,Mek,BattleMek,0, XL,300,XTR:Phantoms,Striker,Standard Armor,Endo Steel,144,85,83,41,22,-19,Biped,6,6,6,6,0,None,26.6,45,45,18,"1xImp. Heavy Medium Laser:RA, 1xHeavy PPC:RA, 1xImp. Heavy Medium Laser:LT, 1xPPC Capacitor:RA, 1xImp. Heavy Medium Laser:LA, 1xAngel ECM Suite:CT, 1xTargeting Computer:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Pilot, Non-Standard Parts",,,,,,,
Chameleon,CLN-7W,544,3058,1243,4857000,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,300,TR:3058U,Striker,Standard Armor,Standard,144,85,83,19,20,1,Biped,6,6,6,6,0,None,19,19,19,19,"1xER Large Laser:RA, 1xMedium Pulse Laser:LA, 1xMedium Laser:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Pilot,,,,,,,
Chameleon,CLN-7Z,545,3058,1527,9538500,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,300,TR:3058U,Striker,Standard Armor,Standard,168,99,83,28,22,-6,Biped,6,6,6,6,0,None,18.9,24,24,19,"2xLarge Laser:RA, 1xER Large Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Easy to Pilot,,,,,,,
Chameleon,CLN-8V,9267,3086,1426,10118250,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,300,RG25,Striker,Standard Armor,Standard,144,85,83,36,24,-12,Biped,6,6,6,6,0,None,26.7,40,40,19,"1xER Large Laser:RA, 2xMachine Gun:CT, 1xMG Ammo:LT, 1xMedium Laser:RA, 2xMedium X-Pulse Laser:RT, 1xMedium X-Pulse Laser:LT, 1xCASE II:LT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Distracting, Easy to Pilot",,,,,,,
Chameleon,CLN-9V,9268,3120,1276,8829750,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, Light,300,RG25,Striker,Heavy Ferro-Fibrous,Reinforced,119,70,83,24,20,-4,Biped,6,6,6,6,0,None,23.3,28,28,18,"2xSmall X-Pulse Laser:RT, 2xMachine Gun:CT, 1xER Medium Laser:LA, 1xMG Ammo:LT, 1xER Medium Laser:RA, 1xLight PPC:RA, 1xSmall X-Pulse Laser:LT, 1xCASE II:LT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xReinforced Structure:Structure, 1x Light Engine:Engine","Distracting, Easy to Pilot",,,,,,,
Chameleon,TRC-4B,546,2510,999,4626000,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,300,RG25,Scout,Standard Armor,Standard,96,57,83,18,10,-8,Biped,6,6,6,6,0,None,18.9,34,34,15,"2xSmall Laser:RT, 2xMachine Gun:CT, 1xLarge Laser:RA, 1xMG Ammo:LT, 1xMedium Laser:RA, 2xSmall Laser:LT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Pilot,,,,,,,
Chameleon,TRC-4C,9405,2820,999,4626000,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,300,RG25,Scout,Standard Armor,Standard,96,57,83,18,10,-8,Biped,6,6,6,6,0,None,18.9,34,34,15,"2xSmall Laser:RT, 2xMachine Gun:CT, 1xLarge Laser:RA, 1xMG Ammo:LT, 1xMedium Laser:RA, 2xSmall Laser:LT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Pilot,,,,,,,
Champion,C,547,2867,2191,12649600,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,300,TR:3050,Skirmisher,Ferro-Fibrous,Standard,192,96,99,28,20,-8,Biped,5,5,5,5,0,None,37.1,56,56,18,"1xSRM 6:LT, 2xMedium Pulse Laser:LT, 1xSRM 6 Artemis Ammo:LT, 1xLB 10-X AC:RT, 1xER Medium Laser:RA, 1xCASE:LT, 1xSmall Pulse Laser:CT, 1xCASE:RT, 1xLB 10-X Cluster Ammo:RT, 1xER Medium Laser:LA, 1xLB 10-X Ammo:RT, 1xArtemis IV FCS:LT, 1xSmall Pulse Laser:HD, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-1N,548,2602,1233,5754400,Standard,Inner Sphere,E/E-F(F*)-D-D,Mek,BattleMek,0, Fusion,300,TR:3050,Skirmisher,Ferro-Fibrous,Standard,143,71,99,14,10,-4,Biped,5,5,0,0,0,None,24.3,38,38,18,"2xSmall Laser:CT, 1xSRM 6:LT, 1xLB 10-X Cluster Ammo:RT, 1xLB 10-X Ammo:RT, 1xArtemis IV FCS:LT, 1xSRM 6 Artemis Ammo:LT, 1xLB 10-X AC:RT, 2xMedium Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-1N2,549,2667,1233,5850400,Standard,Inner Sphere,E/E-F(F*)-D-D,Mek,BattleMek,0, Fusion,300,TR:3039,Skirmisher,Ferro-Fibrous,Standard,143,71,99,14,20,6,Biped,5,5,0,0,0,None,34,38,38,18,"2xSmall Laser:CT, 1xSRM 6:LT, 1xLB 10-X Cluster Ammo:RT, 1xLB 10-X Ammo:RT, 1xArtemis IV FCS:LT, 1xSRM 6 Artemis Ammo:LT, 1xLB 10-X AC:RT, 2xMedium Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-1Nb,550,2751,1632,5760000,Standard,Inner Sphere,E/E-F(F*)-E-D,Mek,BattleMek,0, Fusion,300,His:OK,Sniper,Ferro-Fibrous,Endo Steel,143,71,99,16,20,4,Biped,5,5,0,0,0,None,25,25,25,23,"1xGauss Rifle:RT, 1xER PPC:LT, 2xGauss Ammo:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-1Nb2,6765,2737,1559,5600000,Standard,Inner Sphere,E/D-F(F*)-E-D,Mek,BattleMek,0, Fusion,300,His:OK,None,Ferro-Fibrous,Endo Steel,143,71,99,11,20,9,Biped,5,5,0,0,0,None,25,25,25,22,"1xGauss Rifle:RT, 2xGauss Ammo:RT, 1xPPC:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-2N,551,2810,1116,5071200,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,300,TR:3039,Skirmisher,Standard Armor,Standard,128,64,99,15,10,-5,Biped,5,5,0,0,0,None,22.7,38,38,15,"2xSmall Laser:CT, 1xSRM 6:LT, 1xSRM 6 Ammo:LT, 2xMedium Laser:LT, 2xAC/10 Ammo:RT, 1xAC/10:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-3N,552,3052,1400,11914400,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,300,TR:3050,Skirmisher,Ferro-Fibrous,Standard,134,67,99,30,20,-10,Biped,5,5,0,0,0,None,33.3,54,54,18,"2xSmall Laser:CT, 1xSRM 6:LT, 1xLB 10-X Cluster Ammo:RT, 1xLarge Laser:RA, 1xLarge Laser:LA, 1xLB 10-X Ammo:RT, 1xArtemis IV FCS:LT, 1xSRM 6 Artemis Ammo:LT, 1xLB 10-X AC:RT, 2xMedium Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",No/Minimal Arms,,,,,,,
Champion,CHP-3P,553,3061,1503,13203200,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, XL,300,TR:3050,Skirmisher,Standard Armor,Endo Steel,168,84,99,28,22,-6,Biped,5,5,0,0,0,C3i,27.7,41,41,18,"2xER Medium Laser:LA, 1xC3i:CT, 1xiNarc:LT, 1xUltra AC/10:RT, 3xUltra AC/10 Ammo:LT, 2xER Medium Laser:RA, 2xiNarc Ammo:LT, 1xCASE:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",No/Minimal Arms,,,,,,,
Charger,C,9397,3130,2826,33235620,Advanced,Mixed,F/X-X-X-E,Mek,BattleMek,0, XL,400,RG29,Scout,Ferro-Lamellor,Standard,245,99,122,33,30,-3,Biped,5,5,0,0,0,None,47,47,47,15,"1xCASE:RA, 1xTargeting Computer:RT, 1xBloodhound Active Probe:RT, 1xCASE:LT, 1xImp. Heavy Medium Laser:RT, 1xCASE:RT, 1xSupercharger:LT, 1xImp. Heavy Medium Laser:RA, 1xImp. Heavy Medium Laser:LT, 1xImp. Heavy Medium Laser:LA, 1xER Medium Laser:HD, 1xCASE:LA, 1xAngel ECM Suite:CT, 1xMASC:LT, 1xFerro-Lamellor Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-1A1,559,2665,981,7520370,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,400,TR:3039,Scout,Standard Armor,Standard,160,65,122,5,10,5,Biped,5,5,0,0,0,None,15,15,15,3,"1xSmall Laser:RT, 1xSmall Laser:RA, 1xSmall Laser:HD, 1xSmall Laser:LT, 1xSmall Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-1A5,560,3023,1468,7756770,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Juggernaut,Standard Armor,Standard,240,97,122,19,13,-6,Biped,4,4,0,0,0,None,30.1,52,52,9,"2xSRM 6:LT, 1xSRM 6 Ammo:LT, 1xSmall Laser:HD, 1xMedium Laser:CT, 2xAC/20 Ammo:LT, 1xAC/20:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-1A9,561,3034,1397,8021370,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Skirmisher,Standard Armor,Standard,160,65,122,19,22,3,Biped,4,4,4,4,0,None,35.7,43,43,21,"2xLRM 20 Ammo:LT, 1xMedium Laser:RA, 1xSmall Laser:HD, 1xMedium Laser:RT, 1xMedium Laser:LT, 1xLRM 20:RT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-1L,562,3022,980,7662120,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,400,TR:3039,Skirmisher,Standard Armor,Standard,88,36,122,14,10,-4,Biped,5,5,0,0,0,None,12.9,18,18,15,"1xLarge Laser:RA, 1xMedium Laser:RT, 1xMedium Laser:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-1X1,563,3076,2010,34121220,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XL,400,XTR:Corps,Scout,Heavy Ferro-Fibrous,Standard,247,100,122,32,20,-12,Biped,5,5,0,0,0,C3 Boosted Slave,12.5,20,20,19,"1xLaser AMS:RT, 1xSupercharger:LT, 1xMASC:RT, 1xER Large Laser:CT, 1xMedium X-Pulse Laser:RT, 1xBloodhound Active Probe:LT, 1xAngel ECM Suite:LT, 1xLaser AMS:LT, 1xChaff Pod:LT, 1xTAG:HD, 1xC3 Boosted Slave:RT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-2A2,564,3064,1109,7770120,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,400,TR:3050,Scout,Ferro-Fibrous,Standard,161,65,122,18,10,-8,Biped,5,5,0,0,0,None,4.5,55,5,18,"2xRocket Launcher 10:RT, 1xMedium Laser:RA, 1xRocket Launcher 10:LA, 2xRocket Launcher 10:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-3K,565,3049,1656,21336720,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, XL,400,TR:3050,Skirmisher,Ferro-Fibrous,Standard,179,72,122,22,24,2,Biped,5,5,5,5,0,None,36.7,44,44,21,"1xMedium Pulse Laser:RT, 1xMedium Pulse Laser:LA, 1xMedium Pulse Laser:LT, 1xCASE:LT, 1xMedium Pulse Laser:RA, 1xArtemis IV FCS:RT, 1xLRM 20:RT, 2xLRM 20 Artemis Ammo:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-3Kr,566,3078,2121,23295120,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,400,TR:3085,Skirmisher,Light Ferro-Fibrous,Standard,212,86,122,31,20,-11,Biped,5,6,5,5,0,None,25.5,36,36,18,"1xSmall Laser:CT, 2xTriple Strength Myomer:LT, 1xLight PPC:LA, 1xSnub-Nose PPC:LA, 1xER Medium Laser:LT, 1xTriple Strength Myomer:RA, 1xTargeting Computer:LT, 1xER Small Laser:HD, 2xTriple Strength Myomer:LA, 1xSword:RA, 1xMedium Laser:RT, 1xER Medium Laser:RT, 1xTriple Strength Myomer:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-C,567,3052,1592,21786720,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,400,TR:3050,Skirmisher,Ferro-Fibrous,Standard,179,72,122,18,24,6,Biped,5,5,5,5,0,C3 Slave,30.7,38,38,21,"1xMedium Pulse Laser:LA, 1xMedium Pulse Laser:LT, 1xCASE:LT, 1xC3 Slave:RT, 1xMedium Pulse Laser:RA, 1xArtemis IV FCS:RT, 1xLRM 20:RT, 3xLRM 20 Artemis Ammo:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-KMZ,568,3071,1781,20185320,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,320,TR:3050,Sniper,Light Ferro-Fibrous,Standard,186,75,122,30,24,-6,Biped,4,4,6,6,0,None,28.8,43,43,18,"1xMML 9/LRM Ammo:RA, 1xMML 9:RT, 2xLight PPC:LA, 1xSword:RA, 1xMML 9/SRM Ammo:RA, 1xHeavy PPC:LT, 1xCASE:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-SA5,569,3063,2105,17801640,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,320,TR:3050,Juggernaut,Standard Armor,Endo Steel,247,100,122,29,24,-5,Biped,4,4,0,0,0,None,42.2,59,59,12,"1xLB 20-X AC:CT/RT, 2xLB 20-X Cluster Ammo:LT, 1xER Medium Laser:LT, 1xStreak SRM 6 Ammo:LT, 1xCASE:LT, 1xER Medium Laser:HD, 1xER Medium Laser:RT, 2xStreak SRM 6:LA, 1xMASC:LT, 1xLB 20-X Ammo:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Charger,CGR-SB 'Challenger',570,3025,1604,6298920,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,240,TR:3039,Juggernaut,Standard Armor,Standard,247,100,122,35,28,-7,Biped,3,3,0,0,0,None,29.6,37,37,15,"1xLarge Laser:RT, 1xMedium Laser:HD, 1xLarge Laser:RA, 1xLarge Laser:LA, 1xLarge Laser:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Barrel Fists (LA), Easy to Maintain, Bad Reputation (Inner Sphere)",,,,,,,
Chimera,CMA-1S,3950,3063,1173,6737500,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,TR:3067,Striker,Standard Armor,Endo Steel,112,82,67,23,20,-3,Biped,6,6,6,6,0,None,24.1,35,35,19,"1xER Medium Laser:LA, 1xMRM 20:RT, 2xMRM 20 Ammo:RT, 1xER Large Laser:LA, 1xMG Ammo:RT, 1xMachine Gun:RA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Nimble Jumper,,,,,,,
Chimera,CMA-2K,5667,3069,1528,9062363,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,280,RS:3067u,Striker,Standard Armor,Endo Steel,120,88,67,25,20,-5,Biped,7,8,7,7,0,C3 Slave,28.8,36,36,15,"3xTriple Strength Myomer:LA, 1xSmall Pulse Laser:LT, 1xSword:RA, 3xTriple Strength Myomer:RA, 1xSnub-Nose PPC:RT, 1xC3 Slave:RT, 1xSmall Laser:LT, 4xMedium Laser:LA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Nimble Jumper,,,,,,,
